46,16,54,47
47,17,12,16
48,17,29,27
49,17,46,20
50,18,2,53
51,18,19,15
52,18,35,5
53,18,50,41
54,19,5,57
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
